period,date,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
First Lockdown,2020-03-21,-87,-57,-67,-85,-57,24
First Lockdown,2020-03-21,-88,-57,-77,-82,-56,24
First Lockdown,2020-03-21,-85,-55,-77,-80,-60,25
First Lockdown,2020-03-21,-88,-57,-67,-76,-52,24
First Lockdown,2020-03-21,-87,-57,-54,-80,-51,23
First Lockdown,2020-03-21,-85,-53,-52,,-45,24
First Lockdown,2020-03-21,-86,-57,-78,-75,-63,25
First Lockdown,2020-03-21,-86,-59,-64,-76,-56,25
First Lockdown,2020-03-21,-88,-59,-72,-83,-56,23
First Lockdown,2020-03-21,-89,-60,-69,-68,-52,23
First Lockdown,2020-03-21,-91,-61,-79,-83,-61,24
First Lockdown,2020-03-21,-88,-54,-78,-82,-58,24
First Lockdown,2020-03-21,-86,-51,-84,-78,-65,26
First Lockdown,2020-03-21,-88,-58,-84,-80,-61,25
First Lockdown,2020-03-21,-89,-61,-80,-76,-58,24
First Lockdown,2020-03-21,-87,-59,-64,-89,-52,22
First Lockdown,2020-03-21,-90,-58,-76,-85,-57,24
First Lockdown,2020-03-21,-90,-61,-73,-85,-57,24
First Lockdown,2020-03-21,-90,-61,-88,-86,-63,25
First Lockdown,2020-03-21,-88,-57,-64,-80,-55,25
First Lockdown,2020-03-21,-85,-54,-59,-76,-49,24
First Lockdown,2020-03-21,-90,-54,-63,,-51,22
First Lockdown,2020-03-21,-84,-57,-56,-68,-51,23
First Lockdown,2020-03-21,-88,-59,-73,-83,-54,23
First Lockdown,2020-03-21,-88,-55,-68,-78,-52,21
First Lockdown,2020-03-21,-88,-61,-76,-82,-54,25
First Lockdown,2020-03-21,-86,-55,-61,-79,-50,21
First Lockdown,2020-03-21,-87,-58,-62,-71,-54,23
First Lockdown,2020-03-21,-86,-57,-52,-81,-50,24
First Lockdown,2020-03-21,-87,-51,-78,-80,-58,24
First Lockdown,2020-03-21,-85,-61,-83,-76,-55,23
First Lockdown,2020-03-21,-88,-58,-77,-85,-56,26
First Lockdown,2020-03-21,-88,-58,-83,-85,-59,24
First Lockdown,2020-03-21,-88,-59,-81,-74,-53,24
First Lockdown,2020-03-21,-89,-59,-71,-80,-53,22
First Lockdown,2020-03-21,-90,-58,-75,-79,-58,23
First Lockdown,2020-03-21,-90,-60,-72,-83,-55,25
First Lockdown,2020-03-21,-91,-59,-65,-87,-58,23
First Lockdown,2020-03-21,-86,-53,-76,-80,-57,22
First Lockdown,2020-03-21,-88,-51,-89,-82,-64,26
First Lockdown,2020-03-21,-84,-57,-68,-77,-54,22
First Lockdown,2020-03-21,-89,-56,-80,-80,-57,23
First Lockdown,2020-03-21,-88,-58,-57,-74,-49,24
First Lockdown,2020-03-21,-91,-63,,-73,-60,
First Lockdown,2020-03-21,-87,-54,-70,-82,-56,24
First Lockdown,2020-03-21,-89,-64,-85,-82,-60,24
First Lockdown,2020-03-21,-88,-55,-80,-86,-60,26
First Lockdown,2020-03-21,-88,-58,-68,-82,-54,23
First Lockdown,2020-03-21,-88,-61,-75,-78,-55,25
First Lockdown,2020-03-21,-92,-64,-77,-76,-56,24
First Lockdown,2020-03-21,-91,-63,-86,-80,-53,23
First Lockdown,2020-03-21,-85,-55,-63,-80,-51,23
First Lockdown,2020-03-21,-87,-53,-83,-80,-60,25
First Lockdown,2020-03-21,-86,-53,-79,-80,-58,24
First Lockdown,2020-03-21,-90,-58,-68,-78,-54,23
First Lockdown,2020-03-21,-91,-61,-71,-72,-57,24
First Lockdown,2020-03-21,-89,-61,-80,-86,-61,23
First Lockdown,2020-03-21,-95,-56,-93,-87,-67,28
First Lockdown,2020-03-21,-87,-54,-65,-82,-53,24
First Lockdown,2020-03-21,-89,-57,-79,-82,-59,23
First Lockdown,2020-03-21,-90,-60,-80,-86,-57,26
First Lockdown,2020-03-21,-89,-56,-63,-79,-55,25
First Lockdown,2020-03-21,-88,-57,-69,-86,-52,26
First Lockdown,2020-03-21,-85,-53,-71,-79,-56,21
First Lockdown,2020-03-21,-79,-53,-48,-70,-49,
First Lockdown,2020-03-21,-83,-56,-62,-72,-50,22
First Lockdown,2020-03-21,-89,-53,-80,-81,-58,24
First Lockdown,2020-03-21,-89,-63,-81,-86,-60,25
First Lockdown,2020-03-21,-90,-60,-75,-88,-57,27
First Lockdown,2020-03-21,-89,-59,-74,-82,-56,24
First Lockdown,2020-03-21,-87,-57,-75,-83,-59,24
First Lockdown,2020-03-21,-88,-56,-74,-84,-54,25
First Lockdown,2020-03-21,-90,-59,-64,-84,-53,24
First Lockdown,2020-03-21,-85,-49,-56,-75,-50,22
First Lockdown,2020-03-21,-88,-55,-75,-84,-57,24
First Lockdown,2020-03-21,-88,-57,-80,-80,-53,23
First Lockdown,2020-03-21,-89,-59,-80,-83,-56,24
First Lockdown,2020-03-21,-87,-57,-66,-76,-56,22
First Lockdown,2020-03-21,-85,-51,-59,-77,-47,
First Lockdown,2020-03-21,-88,-55,-74,-78,-53,24
First Lockdown,2020-03-21,-84,-52,-67,-64,-54,23
First Lockdown,2020-03-21,-87,-56,-62,-83,-52,23
First Lockdown,2020-03-21,-88,-59,-81,-84,-56,23
First Lockdown,2020-03-21,-88,-55,-74,-84,-57,25
First Lockdown,2020-03-21,-89,-60,-80,-84,-60,24
First Lockdown,2020-03-21,-89,-58,-68,-73,-50,24
First Lockdown,2020-03-21,-87,-53,-73,-80,-54,24
First Lockdown,2020-03-21,-89,-59,-73,-86,-57,25
First Lockdown,2020-03-21,-90,-60,-83,-84,-60,27
First Lockdown,2020-03-21,-88,-49,-85,-81,-65,26
First Lockdown,2020-03-21,-87,-53,-70,-81,-52,22
First Lockdown,2020-03-21,-89,-58,-69,,-55,23
First Lockdown,2020-03-21,-86,-55,-85,-84,-64,25
First Lockdown,2020-03-21,-91,-61,-69,-80,-51,22
First Lockdown,2020-03-21,-89,-58,-69,-82,-54,24
First Lockdown,2020-03-21,-89,-62,-81,-85,-58,26
First Lockdown,2020-03-21,-86,-56,-72,-81,-55,21
First Lockdown,2020-03-21,-88,-57,-72,-75,-55,24
First Lockdown,2020-03-21,-89,-58,-81,-83,-60,24
First Lockdown,2020-03-22,-85,-66,-74,-86,-53,17
First Lockdown,2020-03-22,-83,-59,-62,-87,-44,16
First Lockdown,2020-03-22,-84,-70,-81,-85,-53,17
First Lockdown,2020-03-22,-84,-66,-76,-83,-50,18
First Lockdown,2020-03-22,-88,-53,-82,-79,-60,19
First Lockdown,2020-03-22,-87,-68,-71,-78,-50,
First Lockdown,2020-03-22,-88,-68,-70,-87,-53,16
First Lockdown,2020-03-22,-87,-72,-73,-85,-49,18
First Lockdown,2020-03-22,-87,-62,-78,-84,-54,16
First Lockdown,2020-03-22,-88,-62,-85,-85,-57,17
First Lockdown,2020-03-22,-86,-73,-80,-84,-53,18
First Lockdown,2020-03-22,-85,-65,-72,-88,-50,15
First Lockdown,2020-03-22,-84,-70,-71,-85,-52,17
First Lockdown,2020-03-22,-86,-55,-84,-81,-60,19
First Lockdown,2020-03-22,-84,-72,-68,-86,-51,17
First Lockdown,2020-03-22,,,-52,,-41,
First Lockdown,2020-03-22,-85,-64,-85,-87,-55,18
First Lockdown,2020-03-22,-89,-62,-89,-84,-58,19
First Lockdown,2020-03-22,-81,-67,-67,-80,-49,16
First Lockdown,2020-03-22,-87,-71,-77,-86,-58,17
First Lockdown,2020-03-22,-84,-60,-66,-88,-48,17
First Lockdown,2020-03-22,-84,-64,-75,-87,-52,17
First Lockdown,2020-03-22,-85,-64,-75,-86,-50,15
First Lockdown,2020-03-22,-82,-61,-62,-85,-46,17
First Lockdown,2020-03-22,-87,-65,-65,,-51,
First Lockdown,2020-03-22,-83,,-61,,-45,
First Lockdown,2020-03-22,-85,-70,-69,-80,-50,18
First Lockdown,2020-03-22,-84,-67,-71,-84,-54,
First Lockdown,2020-03-22,-92,-76,-88,-93,-64,20
First Lockdown,2020-03-22,-88,-76,-82,-83,-59,
First Lockdown,2020-03-22,-87,-60,-72,-83,-54,17
First Lockdown,2020-03-22,-83,-62,-59,,-45,18
First Lockdown,2020-03-22,-80,-54,-58,-78,-47,
First Lockdown,2020-03-22,-86,-66,-81,-88,-54,18
First Lockdown,2020-03-22,-82,-61,-59,-77,-47,17
First Lockdown,2020-03-22,-90,-64,-82,-82,-57,17
First Lockdown,2020-03-22,-86,-67,-78,-78,-53,19
First Lockdown,2020-03-22,-85,-67,-74,-83,-50,18
First Lockdown,2020-03-22,-87,-72,-83,-88,-55,19
First Lockdown,2020-03-22,-86,-62,-82,-88,-56,21
First Lockdown,2020-03-22,-86,-63,-68,-84,-51,18
First Lockdown,2020-03-22,-82,-67,-65,-78,-44,16
First Lockdown,2020-03-22,-86,-62,-85,-84,-56,18
First Lockdown,2020-03-22,-85,-76,-75,-79,-53,17
First Lockdown,2020-03-22,-85,-66,-83,-82,-52,17
First Lockdown,2020-03-22,-85,-66,-82,-86,-53,16
First Lockdown,2020-03-22,-84,-69,-66,,-53,
First Lockdown,2020-03-22,-87,-65,-74,-88,-54,17
First Lockdown,2020-03-22,-86,-65,-80,-85,-55,18
First Lockdown,2020-03-22,-83,-67,-77,-86,-51,16
First Lockdown,2020-03-22,-89,-58,-86,-83,-59,19
First Lockdown,2020-03-22,-85,-70,-75,,-50,18
First Lockdown,2020-03-22,-85,-66,-81,-89,-52,17
First Lockdown,2020-03-22,-89,-76,-85,-83,-53,18
First Lockdown,2020-03-22,-86,-66,-77,-87,-55,19
First Lockdown,2020-03-22,-83,-72,-80,-85,-51,17
First Lockdown,2020-03-22,-91,-81,-79,-88,-64,
First Lockdown,2020-03-22,-83,-71,-81,-90,-52,17
First Lockdown,2020-03-22,-90,-79,-83,-90,-60,17
First Lockdown,2020-03-22,-88,-59,-71,-78,-63,19
First Lockdown,2020-03-22,-83,-64,-74,-82,-54,
First Lockdown,2020-03-22,-85,-68,-82,-86,-53,18
First Lockdown,2020-03-22,-85,-74,-70,-72,-53,17
First Lockdown,2020-03-22,-85,-66,-74,-84,-54,16
First Lockdown,2020-03-22,-88,-73,-84,-88,-55,18
First Lockdown,2020-03-22,-83,-65,-71,-79,-50,16
First Lockdown,2020-03-22,-88,-63,-76,-79,-57,18
First Lockdown,2020-03-22,-85,-70,-83,-83,-56,17
First Lockdown,2020-03-22,-85,-68,-74,-89,-53,18
First Lockdown,2020-03-22,-82,-62,-65,-85,-53,16
First Lockdown,2020-03-22,-84,-69,-77,-76,-52,17
First Lockdown,2020-03-22,-84,-69,-73,-88,-54,
First Lockdown,2020-03-22,-83,-69,-59,,-48,
First Lockdown,2020-03-22,-86,-70,-80,-88,-53,18
First Lockdown,2020-03-22,-81,-62,-64,,-46,
First Lockdown,2020-03-22,-86,-62,-79,-83,-54,17
First Lockdown,2020-03-22,-80,,-58,,-47,
First Lockdown,2020-03-22,-90,-70,-82,-87,-62,17
First Lockdown,2020-03-22,-85,-70,-74,-79,-49,17
First Lockdown,2020-03-22,-86,-69,-79,-91,-52,18
First Lockdown,2020-03-22,-87,-69,-80,-86,-53,18
First Lockdown,2020-03-22,-85,-65,-78,-87,-54,18
First Lockdown,2020-03-22,-85,-61,-80,-86,-52,16
First Lockdown,2020-03-22,-84,-69,-65,-81,-53,
First Lockdown,2020-03-22,-86,-71,-79,-91,-57,16
First Lockdown,2020-03-22,-78,-64,-62,-75,-47,18
First Lockdown,2020-03-22,-95,-61,-91,-88,-63,22
First Lockdown,2020-03-22,-81,-66,-73,-82,-53,18
First Lockdown,2020-03-22,-85,-71,-77,-77,-53,18
First Lockdown,2020-03-22,-86,-64,-80,-84,-55,18
First Lockdown,2020-03-22,-84,-72,-65,-91,-50,16
First Lockdown,2020-03-22,-82,-66,-70,-89,-50,16
First Lockdown,2020-03-22,-86,-66,-76,-88,-56,17
First Lockdown,2020-03-22,-84,-67,-70,-84,-50,16
First Lockdown,2020-03-22,-86,-63,-81,-86,-54,17
First Lockdown,2020-03-22,-84,-63,-57,-83,-49,
First Lockdown,2020-03-22,-88,-67,-81,-88,-55,19
First Lockdown,2020-03-22,-85,-64,-81,-85,-50,17
First Lockdown,2020-03-22,-87,-58,-84,-84,-54,18
First Lockdown,2020-03-22,-83,-63,-74,-79,-53,
First Lockdown,2020-03-22,-88,-67,-78,-80,-56,17
First Lockdown,2020-03-22,-83,-68,-75,-79,-50,17
First Lockdown,2020-03-22,-84,-65,-72,-81,-45,17
First Lockdown,2020-03-22,-84,-66,-72,-83,-51,19
First Lockdown,2020-03-22,-89,-70,-88,-88,-60,20
First Lockdown,2020-03-22,-88,-79,-65,-86,-59,16
First Lockdown,2020-03-22,-88,-65,-80,-75,-55,16
First Lockdown,2020-03-22,-83,-64,-73,-80,-52,
First Lockdown,2020-03-22,-85,-65,-72,-85,-52,18
First Lockdown,2020-03-22,-85,-68,-82,-85,-53,19
First Lockdown,2020-03-23,-86,-40,-78,-85,-85,40
First Lockdown,2020-03-23,-83,-37,-37,,-67,29
First Lockdown,2020-03-23,-82,-47,-60,-84,-76,35
First Lockdown,2020-03-23,-82,-44,-66,-75,-70,31
First Lockdown,2020-03-23,-80,-38,-43,-71,-68,27
First Lockdown,2020-03-23,-83,-44,-75,-87,-77,36
First Lockdown,2020-03-23,-83,-40,-64,-82,-73,31
First Lockdown,2020-03-23,-80,-50,-60,-79,-67,28
First Lockdown,2020-03-23,-81,-45,-65,-77,-69,28
First Lockdown,2020-03-23,-93,-51,-86,-86,-85,40
First Lockdown,2020-03-23,-77,-35,-34,-78,-63,26
First Lockdown,2020-03-23,-84,-46,-68,-80,-68,27
First Lockdown,2020-03-23,-82,-41,-64,-80,-71,31
First Lockdown,2020-03-23,-80,-45,-59,-78,-67,28
First Lockdown,2020-03-23,-82,-44,-47,-73,-69,31
First Lockdown,2020-03-23,-84,-42,-50,-81,-68,30
First Lockdown,2020-03-23,-80,-42,-70,-81,-71,30
First Lockdown,2020-03-23,-82,-37,-60,-83,-69,30
First Lockdown,2020-03-23,-80,-48,-60,-79,-66,27
First Lockdown,2020-03-23,-79,-43,-40,-82,-62,27
First Lockdown,2020-03-23,-82,-42,-51,-82,-70,31
First Lockdown,2020-03-23,-81,-41,-64,-82,-73,32
First Lockdown,2020-03-23,-83,-38,-80,-83,-80,38
First Lockdown,2020-03-23,-82,-42,-65,-83,-73,33
First Lockdown,2020-03-23,-77,-41,-29,-77,-61,26
First Lockdown,2020-03-23,-80,-45,-58,-74,-68,26
First Lockdown,2020-03-23,-81,-39,-57,-80,-70,30
First Lockdown,2020-03-23,-81,-43,-58,-80,-70,28
First Lockdown,2020-03-23,-82,-39,-41,-81,-69,29
First Lockdown,2020-03-23,-81,-43,-51,-81,-69,30
First Lockdown,2020-03-23,-81,-41,-48,-77,-68,31
First Lockdown,2020-03-23,-82,-42,-48,-75,-64,27
First Lockdown,2020-03-23,-80,-46,-56,-83,-67,29
First Lockdown,2020-03-23,-81,-49,-51,-84,-68,28
First Lockdown,2020-03-23,-81,-47,-60,-79,-64,24
First Lockdown,2020-03-23,-82,-44,-56,-69,-65,26
First Lockdown,2020-03-23,-81,-45,-63,-83,-73,30
First Lockdown,2020-03-23,-76,-42,-47,-79,-66,29
First Lockdown,2020-03-23,-82,-44,-67,-84,-74,30
First Lockdown,2020-03-23,-76,-39,-69,-80,-77,35
First Lockdown,2020-03-23,-81,-40,-47,-76,-63,27
First Lockdown,2020-03-23,-76,-37,-65,-83,-77,36
First Lockdown,2020-03-23,-76,-42,-45,-75,-62,26
First Lockdown,2020-03-23,-79,-36,-52,-79,-67,27
First Lockdown,2020-03-23,-79,-35,-71,-82,-75,34
First Lockdown,2020-03-23,-82,-47,-72,-81,-73,31
First Lockdown,2020-03-23,-85,-49,-74,-79,-69,30
First Lockdown,2020-03-23,-80,-42,-71,-81,-73,31
First Lockdown,2020-03-23,-83,-41,-73,-84,-76,32
First Lockdown,2020-03-23,-83,-45,-55,-86,-72,32
First Lockdown,2020-03-23,-77,-45,-59,-72,-68,28
First Lockdown,2020-03-23,-83,-46,-55,-79,-71,31
First Lockdown,2020-03-23,-76,-42,-35,,-66,28
First Lockdown,2020-03-23,-84,-45,-78,-81,-72,35
First Lockdown,2020-03-23,-81,-42,-50,-75,-66,28
First Lockdown,2020-03-23,-81,-42,-46,-77,-69,27
First Lockdown,2020-03-23,-84,-43,-61,-76,-73,32
First Lockdown,2020-03-23,-84,-46,-57,-85,-72,34
First Lockdown,2020-03-23,-79,-42,-45,-77,-67,30
First Lockdown,2020-03-23,-81,-44,-53,-84,-63,26
First Lockdown,2020-03-23,-75,-39,-39,-74,-65,29
First Lockdown,2020-03-23,-80,-43,-44,-78,-63,28
First Lockdown,2020-03-23,-81,-43,-55,-84,-72,33
First Lockdown,2020-03-23,-88,-55,-84,-89,-71,33
First Lockdown,2020-03-23,-81,-43,-50,-80,-68,30
First Lockdown,2020-03-23,-80,-43,-61,-74,-69,30
First Lockdown,2020-03-23,-78,-41,-45,-76,-64,26
First Lockdown,2020-03-23,-80,-40,-51,-73,-66,28
First Lockdown,2020-03-23,-83,-46,-55,-62,-68,27
First Lockdown,2020-03-23,-84,-46,-61,-78,-69,28
First Lockdown,2020-03-23,-81,-41,-52,-76,-69,29
First Lockdown,2020-03-23,-80,-47,-53,-84,-69,30
First Lockdown,2020-03-23,-80,-40,-33,-68,-63,25
First Lockdown,2020-03-23,-80,-37,-54,-81,-68,30
First Lockdown,2020-03-23,-78,-37,-37,-74,-65,25
First Lockdown,2020-03-23,-81,-40,-63,-82,-71,30
First Lockdown,2020-03-23,-83,-43,-46,-74,-67,28
First Lockdown,2020-03-23,-82,-43,-67,-84,-70,30
First Lockdown,2020-03-23,-83,-46,-60,-84,-72,32
First Lockdown,2020-03-23,-80,-41,-53,-82,-69,30
First Lockdown,2020-03-23,-78,-39,-54,-69,-65,28
First Lockdown,2020-03-23,-80,-39,-57,-79,-70,30
First Lockdown,2020-03-23,-80,-39,-53,-76,-65,27
First Lockdown,2020-03-23,-87,-52,-67,-82,-66,28
First Lockdown,2020-03-23,-78,-36,-64,-77,-78,35
First Lockdown,2020-03-23,-75,-43,-27,-71,-62,
First Lockdown,2020-03-23,-80,-41,-70,-79,-69,28
First Lockdown,2020-03-23,-83,-42,-69,-85,-80,37
First Lockdown,2020-03-23,-78,-41,-57,-78,-68,29
First Lockdown,2020-03-23,-82,-44,-52,-82,-68,30
First Lockdown,2020-03-23,-84,-47,,-75,-76,31
First Lockdown,2020-03-23,-79,-41,-57,-80,-69,31
First Lockdown,2020-03-23,-79,-42,-69,-83,-74,33
First Lockdown,2020-03-23,-82,-41,-62,-82,-72,31
First Lockdown,2020-03-23,-81,-43,-58,-77,-71,31
First Lockdown,2020-03-23,-81,-44,-46,-84,-66,30
First Lockdown,2020-03-23,-79,-36,-74,-79,-80,37
First Lockdown,2020-03-23,-80,-43,-55,-77,-67,27
First Lockdown,2020-03-23,-81,-42,-57,-82,-72,31
First Lockdown,2020-03-23,-83,-44,-61,-83,-70,30
First Lockdown,2020-03-23,-80,-43,-65,-82,-72,30
First Lockdown,2020-03-23,-78,-43,-36,-84,-64,29
First Lockdown,2020-03-23,-79,-41,-49,-83,-68,27
First Lockdown,2020-03-23,-77,-42,-41,-77,-67,29
First Lockdown,2020-03-23,-76,-39,-52,-79,-71,34
First Lockdown,2020-03-23,-82,-44,-80,-81,-72,31
First Lockdown,2020-03-23,-82,-44,-64,-82,-74,35
First Lockdown,2020-03-23,-82,-44,-63,-81,-72,31
First Lockdown,2020-03-23,-81,-46,-52,-82,-72,29
First Lockdown,2020-03-23,-77,-37,-70,-86,-82,38
First Lockdown,2020-03-24,-87,-53,-68,-83,-68,30
First Lockdown,2020-03-24,-81,-49,-54,-71,-68,27
First Lockdown,2020-03-24,-83,-52,-57,-78,-65,26
First Lockdown,2020-03-24,-84,-48,-63,-81,-71,32
First Lockdown,2020-03-24,-84,-48,-61,-82,-73,33
First Lockdown,2020-03-24,-83,-47,-50,-66,-63,25
First Lockdown,2020-03-24,-82,-51,-61,-82,-69,30
First Lockdown,2020-03-24,-85,-48,-71,-85,-77,35
First Lockdown,2020-03-24,-79,-40,-75,-87,-82,40
First Lockdown,2020-03-24,-83,-46,-65,-83,-75,37
First Lockdown,2020-03-24,-85,-49,-63,-72,-74,33
First Lockdown,2020-03-24,-84,-49,-44,-74,-69,29
First Lockdown,2020-03-24,-81,-47,-70,-84,-74,35
First Lockdown,2020-03-24,-87,-52,-76,-72,-76,33
First Lockdown,2020-03-24,-83,-46,-52,-73,-70,31
First Lockdown,2020-03-24,-83,-48,-67,-84,-75,32
First Lockdown,2020-03-24,-83,-47,-79,-81,-73,33
First Lockdown,2020-03-24,-81,-49,-48,-83,-68,30
First Lockdown,2020-03-24,-82,-49,-55,-63,-66,28
First Lockdown,2020-03-24,-80,-45,-47,-71,-66,28
First Lockdown,2020-03-24,-85,-47,-77,-81,-73,37
First Lockdown,2020-03-24,-82,-46,-58,-83,-73,32
First Lockdown,2020-03-24,-75,-43,-28,-66,-63,
First Lockdown,2020-03-24,-77,-47,-47,-74,-63,27
First Lockdown,2020-03-24,-83,-41,-64,-82,-71,32
First Lockdown,2020-03-24,-77,-39,-67,-84,-78,38
First Lockdown,2020-03-24,-82,-46,-51,-82,-69,31
First Lockdown,2020-03-24,-79,-38,-64,-77,-80,37
First Lockdown,2020-03-24,-84,-49,-60,-75,-72,32
First Lockdown,2020-03-24,-88,-58,-82,-85,-73,35
First Lockdown,2020-03-24,-80,-42,-51,-81,-70,32
First Lockdown,2020-03-24,-81,-47,-71,-78,-70,29
First Lockdown,2020-03-24,-82,-45,-57,-77,-68,28
First Lockdown,2020-03-24,-85,-48,-57,-85,-73,35
First Lockdown,2020-03-24,-84,-46,-69,-85,-80,39
First Lockdown,2020-03-24,-83,-42,-35,,-67,28
First Lockdown,2020-03-24,-81,-44,-43,-71,-65,28
First Lockdown,2020-03-24,-82,-48,-45,-76,-70,29
First Lockdown,2020-03-24,-80,-47,-63,-78,-70,30
First Lockdown,2020-03-24,-84,-48,-56,-76,-66,28
First Lockdown,2020-03-24,-82,-46,-53,-64,-67,31
First Lockdown,2020-03-24,-83,-47,-74,-82,-75,34
First Lockdown,2020-03-24,-84,-47,-56,-78,-71,30
First Lockdown,2020-03-24,-78,-46,-37,,-66,29
First Lockdown,2020-03-24,-78,-43,-47,-76,-72,35
First Lockdown,2020-03-24,-84,-51,-69,-84,-74,32
First Lockdown,2020-03-24,-87,-41,-79,-85,-85,42
First Lockdown,2020-03-24,-82,-46,-57,-84,-73,34
First Lockdown,2020-03-24,-77,-48,-47,-80,-66,30
First Lockdown,2020-03-24,-81,-50,-53,-83,-70,31
First Lockdown,2020-03-24,-79,-42,-37,-73,-64,27
First Lockdown,2020-03-24,-81,-47,-56,-78,-69,28
First Lockdown,2020-03-24,-80,-40,-71,-84,-76,37
First Lockdown,2020-03-24,-78,-42,-66,-81,-79,37
First Lockdown,2020-03-24,-81,-46,-50,-72,-68,31
First Lockdown,2020-03-24,-81,-47,-47,-79,-70,31
First Lockdown,2020-03-24,-93,-51,-87,-86,-86,42
First Lockdown,2020-03-24,-82,-53,-59,-78,-69,28
First Lockdown,2020-03-24,-80,-45,-35,-78,-66,30
First Lockdown,2020-03-24,-81,-48,-44,-82,-64,29
First Lockdown,2020-03-24,-83,-48,-47,-81,-69,31
First Lockdown,2020-03-24,-83,-49,-60,-75,-70,32
First Lockdown,2020-03-24,-86,-55,-71,-79,-70,29
First Lockdown,2020-03-24,-83,-50,-52,-81,-73,30
First Lockdown,2020-03-24,-82,-47,-47,-67,-68,30
First Lockdown,2020-03-24,-79,-46,-25,-68,-62,27
First Lockdown,2020-03-24,-82,-47,-72,-81,-72,32
First Lockdown,2020-03-24,-84,-49,-65,-83,-71,32
First Lockdown,2020-03-24,-80,-39,-75,-80,-81,39
First Lockdown,2020-03-24,-83,-46,-54,-75,-70,32
First Lockdown,2020-03-24,-82,-47,-66,-82,-72,31
First Lockdown,2020-03-24,-83,-49,-63,-84,-77,36
First Lockdown,2020-03-24,-81,-46,-57,-76,-70,31
First Lockdown,2020-03-24,-79,-45,-54,-62,-67,29
First Lockdown,2020-03-24,-81,-46,-43,-73,-64,29
First Lockdown,2020-03-24,-83,-44,-63,-82,-72,32
First Lockdown,2020-03-24,-81,-47,-48,-62,-68,28
First Lockdown,2020-03-24,-83,-45,-65,-82,-74,34
First Lockdown,2020-03-24,-84,-46,-52,-82,-69,31
First Lockdown,2020-03-24,-81,-45,-57,-80,-70,32
First Lockdown,2020-03-24,-81,-47,-55,-84,-65,28
First Lockdown,2020-03-24,-83,-46,-51,-83,-71,33
First Lockdown,2020-03-24,-83,-48,-56,-85,-73,34
First Lockdown,2020-03-24,-79,-45,-47,-80,-68,30
First Lockdown,2020-03-24,-85,-53,-60,-77,-71,30
First Lockdown,2020-03-24,-77,-47,-61,-70,-68,30
First Lockdown,2020-03-24,-81,-47,-55,-84,-69,28
First Lockdown,2020-03-24,-80,-42,-48,-76,-69,29
First Lockdown,2020-03-24,-85,-50,-66,-79,-69,28
First Lockdown,2020-03-24,-82,-50,-62,-75,-70,30
First Lockdown,2020-03-24,-83,-48,-59,-81,-73,33
First Lockdown,2020-03-24,-84,-51,-60,-77,-72,33
First Lockdown,2020-03-24,-82,-43,-60,-81,-71,32
First Lockdown,2020-03-24,-82,-44,-46,-73,-65,29
First Lockdown,2020-03-24,-83,-45,-64,-83,-73,35
First Lockdown,2020-03-24,-85,-48,-63,-83,-75,33
First Lockdown,2020-03-24,-84,-53,-75,-81,-74,33
First Lockdown,2020-03-24,-80,-42,-41,-71,-67,27
First Lockdown,2020-03-24,-81,-44,-58,-78,-71,32
First Lockdown,2020-03-24,-84,-40,-81,-83,-81,40
First Lockdown,2020-03-24,-81,-45,-47,-76,-69,32
First Lockdown,2020-03-24,-77,-40,-37,-68,-66,29
First Lockdown,2020-03-24,-81,-44,-55,-81,-70,31
First Lockdown,2020-03-24,-82,-51,-57,-78,-68,27
First Lockdown,2020-03-24,-84,-50,-50,-55,-68,28
First Lockdown,2020-03-24,-82,-44,-66,-80,-71,32
First Lockdown,2020-03-24,-82,-45,-44,-84,-67,31
First Lockdown,2020-03-24,-83,-49,-46,-72,-70,32
First Lockdown,2020-03-24,-84,-49,-60,-83,-73,33
First Lockdown,2020-03-24,-84,-45,-72,-87,-78,39
First Lockdown,2020-03-25,-85,-49,-60,-65,-66,28
First Lockdown,2020-03-25,-87,-56,-59,-77,-70,27
First Lockdown,2020-03-25,-85,-47,-58,-81,-70,29
First Lockdown,2020-03-25,-83,-53,-57,-72,-67,25
First Lockdown,2020-03-25,-84,-48,-67,-83,-73,32
First Lockdown,2020-03-25,-85,-54,-65,-82,-71,28
First Lockdown,2020-03-25,-83,-48,-61,-79,-70,29
First Lockdown,2020-03-25,-80,-52,-50,-73,-62,26
First Lockdown,2020-03-25,-82,-47,-53,-82,-68,29
First Lockdown,2020-03-25,-86,-54,-55,,-67,28
First Lockdown,2020-03-25,-87,-55,-58,-57,-68,26
First Lockdown,2020-03-25,-84,-50,-68,-80,-71,29
First Lockdown,2020-03-25,-83,-43,-77,-81,-81,37
First Lockdown,2020-03-25,-80,-52,-65,-72,-67,28
First Lockdown,2020-03-25,-82,-51,-29,-70,-61,25
First Lockdown,2020-03-25,-86,-56,-71,-81,-73,30
First Lockdown,2020-03-25,-80,-49,-43,-74,-67,27
First Lockdown,2020-03-25,-85,-52,-67,-82,-72,30
First Lockdown,2020-03-25,-84,-53,-57,-62,-65,26
First Lockdown,2020-03-25,-83,-50,-73,-82,-73,31
First Lockdown,2020-03-25,-85,-49,-75,-87,-77,36
First Lockdown,2020-03-25,-82,-48,-58,-65,-66,27
First Lockdown,2020-03-25,-84,-51,-49,-64,-69,27
